chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
348_master.svg,master,28,Judgment of Corruption,悪徳のジャッジメント,8,983,140.0,127.0,1.5510790348327377,-1.4539510624024745
202_master.svg,master,28,Q,Q,8,998,118.0,130.0,1.550790550014509,-2.6378280392636935
69_append.svg,append,28,Fragile,フラジール,8,999,127.0,124.0,1.2198829407486096,-1.9994848157505694
19_append.svg,append,28,Charles,シャルル,8,1000,145.0,104.0,2.2316922812155444,-1.5238152062527341
109_master.svg,master,28,Hibikase,ヒビカセ,8,1019,140.0,115.0,1.606531910751954,-1.4868984779824244
493_master.svg,master,28,Kyou mo harebare,きょうもハレバレ,8,1033,134.0,121.0,1.4175039544877766,-1.7242334499463625
45_master.svg,master,28,39Music!,39みゅーじっく！,8,1039,130.0,119.0,1.5552251768300356,-1.9955184587700843
2_append.svg,append,28,ROKI,ロキ,8,1040,150.0,107.0,2.2502741461870683,-1.2644031810172514
441_master.svg,master,28,Yoidore Shirazu,酔いどれ知らず,8,1048,115.0,136.0,1.6199879239649202,-2.8189696181683392
105_append.svg,append,28,once upon a dream,ワンスアポンアドリーム,8,1054,132.0,112.0,1.657910012167192,-1.9657566226899947
188_master.svg,master,28,Heart Forecast,心予報,8,1060,143.0,133.0,2.1793918807055292,-1.6074122929893906
275_master.svg,master,28,paradichlorobenzene,パラジクロロベンゼン,8,1063,122.5,149.0,2.1145612346790466,-2.7230132768348634
44_master.svg,master,28,Hand in Hand,Hand in Hand,8,1072,128.0,123.0,1.9329527191489613,-2.282446057227993
143_master.svg,master,28,Traffic jam,トラフィック・ジャム,8,1089,130.0,129.0,2.1587691777117395,-2.2783970247303915
322_master.svg,master,28,Uninterrupted Indigo,絶え間なく藍色,8,1089,125.0,143.0,1.4767636889077387,-2.222219557729984
312_master.svg,master,28,kokoro,ココロ,8,1090,125.0,141.0,1.3826397510986688,-2.174794380195028
352_master.svg,master,28,It's just life,命ばっかり,8,1092,128.0,130.0,1.7111593648202743,-2.1711902548650515
279_master.svg,master,28,This is the Happiness and Peace of Mind Committee,こちら、幸福安心委員会です。,8,1096,128.0,146.0,1.8671679008760378,-2.2526047177127437
513_master.svg,master,28,,CH4NGE,8,1101,115.0,135.0,1.521393035215738,-2.764271956125958
306_master.svg,master,28,1925,1925,8,1117,145.0,142.0,1.7787459345585426,-1.2987734286637411
10_master.svg,master,28,Happy Synthesizer,ハッピーシンセサイザ,8,1136,127.0,133.0,1.4403507459822555,-2.072538150431182
87_master.svg,master,28,Love Trial,恋愛裁判,8,1149,134.0,132.0,1.712455481161236,-1.8431547735400282
95_master.svg,master,28,Ifuudoudou,威風堂々,8,1166,130.0,145.0,1.9497365231342867,-2.166516665326216
181_master.svg,master,28,"Love Me, Love Me, Love Me",愛して愛して愛して,8,1173,115.0,130.0,1.957922105749879,-3.2531001491864977
262_master.svg,master,28,Imperial Girl,帝国少女,8,1178,118.0,148.0,1.9943372712809069,-2.8320950806264205
360_master.svg,master,28,Solar System Disco,太陽系デスコ,8,1188,150.0,146.0,2.05599417005233,-1.1600002919260692
255_master.svg,master,28,yomosugara kimi omou,夜もすがら君想ふ,8,1190,148.0,146.0,1.97441581179416,-1.2105399620793498
256_append.svg,append,28,Double Lariat,ダブルラリアット,8,1207,138.0,142.0,2.113952208526486,-1.8330008929921455
390_master.svg,master,28,Dear,Dear,8,1233,135.0,150.0,1.7576715388440647,-1.8151629998083867
265_master.svg,master,28,Change me,Change me,8,1247,135.0,147.0,2.438931912298781,-2.372743518900241
180_master.svg,master,28,Mirai,ミライ,8,1281,138.0,158.0,2.7018188262002507,-2.0961016936289023
326_master.svg,master,28,Tenshi no Tsubasa。,天使の翼。,8,1340,125.0,169.0,1.9494192803401535,-2.416634743543662
229_expert.svg,expert,28,Brain Fluid Explosion Girl,脳漿炸裂ガール,8,1349,155.0,144.0,2.8506211052422277,-1.2482876240017933
249_expert.svg,expert,28,Our 16bit Wars,ぼくらの16bit戦争,8,1379,122.0,148.0,2.5017968451424366,-2.8305732130687202
52_master.svg,master,29,Becoming Potatoes,potatoになっていく,8,863,116.0,107.0,1.3361943997427537,-2.6496381119815107
260_master.svg,master,29,Love Ka?,ラブカ？,8,878,106.5,103.0,1.3889580000199966,-3.203244284591121
412_master.svg,master,29,(Not) A Devil,デビルじゃないもん,8,879,154.0,121.0,2.6573990245055983,-1.3120074877050742
495_master.svg,master,29,Super Hero,スーパーヒーロー,8,909,132.0,115.0,1.1935417796785257,-1.7272543700784344
510_master.svg,master,29,,失敗作少女,8,986,120.0,125.0,1.228969108392304,-2.3701914068464416
106_master.svg,master,29,As You Like It,お気に召すまま,8,988,143.0,112.0,1.7810360253963058,-1.4147577226360615
126_append.svg,append,29,Cinema,シネマ,8,992,124.0,106.0,1.3275761089705094,-2.4358563959007387
51_master.svg,master,29,The World Hasn't Even Started Yet,セカイはまだ始まってすらいない,8,1027,138.0,121.0,2.0947878438133896,-1.8949269520475913
639_master.svg,master,29,,マリオネットダンサー,8,1030,112.0,127.0,1.675183016277377,-3.1376600778732917
124_append.svg,append,29,Mikumiku Ni Shiteageru [Shiteyanyo],みくみくにしてあげる♪【してやんよ】,8,1039,160.0,101.0,2.7692293192540838,-0.9915501509498558
296_master.svg,master,29,Cantarella,カンタレラ,8,1063,144.0,125.0,1.9059635324477249,-1.4098355756528698
589_master.svg,master,29,,バレリーコ,8,1115,150.0,129.0,2.1637303442230897,-1.2186860058002713
441_append.svg,append,29,Yoidore Shirazu,酔いどれ知らず,8,1120,115.0,136.0,1.0854552271379472,-2.588767893172295
313_master.svg,master,29,FREELY TOMORROW,FREELY TOMORROW,8,1121,129.0,138.0,1.36292896852544,-2.053034642669783
61_master.svg,master,29,Cellphone Love Story,携帯恋話,8,1131,150.0,139.0,2.332711411932733,-1.2958714851629103
170_master.svg,master,29,villain,ヴィラン,8,1154,102.0,150.0,1.5842746637101988,-3.5096054259530214
239_master.svg,master,29,Moonlight,月光,8,1159,109.0,157.0,2.396650256264359,-3.5116612257194637
342_master.svg,master,29,Blue Star,Blue Star,8,1163,132.0,147.0,1.8796689045774044,-2.051811962247752
266_master.svg,master,29,YY,YY,8,1175,123.0,144.0,1.3058294231104286,-2.2113229683250872
454_master.svg,master,29,Electric Angel,えれくとりっく・えんじぇぅ,8,1176,150.0,126.0,2.337690189300905,-1.3340580497004995
253_master.svg,master,29,DAYBREAK FRONTLINE,DAYBREAK FRONTLINE,8,1179,136.0,139.0,1.5138469549953024,-1.6248348285268126
158_master.svg,master,29,Literary nonsense,ナンセンス文学,8,1180,154.0,131.0,2.4154986439826764,-1.114079050016572
501_master.svg,master,29,Bad Apple!! feat.SEKAI,Bad Apple!! feat.SEKAI,8,1181,138.0,146.0,1.8325204698418416,-1.6715668641846475
368_master.svg,master,29,I'm Mine,アイムマイン,8,1189,135.0,156.0,2.0437681454524457,-1.9576547953627745
10_append.svg,append,29,Happy Synthesizer,ハッピーシンセサイザ,8,1205,127.0,133.0,2.7092453657742404,-2.689808943839814
405_append.svg,append,29,MOTTO!!!,MOTTO!!!,8,1225,130.0,143.0,1.5279190810195944,-1.9763836559633892
343_master.svg,master,29,Snowman,スノーマン,8,1243,127.0,144.0,2.2505535564685633,-2.4717337211108408
336_master.svg,master,29,Be The MUSIC!,Be The MUSIC!,8,1247,128.0,155.0,1.4097910979317883,-1.999088483246423
266_append.svg,append,29,YY,YY,8,1249,123.0,144.0,1.9915112839539764,-2.5399184230770113
448_expert.svg,expert,29,Sage,Sage,8,1259,145.0,150.0,1.9837598246507655,-1.3817469236429136
95_append.svg,append,29,Ifuudoudou,威風堂々,8,1269,130.0,145.0,2.331622105681148,-2.346745735175247
211_append.svg,append,29,IF,イフ,8,1270,135.0,130.0,1.9098620103482291,-1.865514095709476
226_master.svg,master,29,Lost and Found,ロストエンファウンド,8,1271,92.0,156.0,2.2356495351470183,-4.4887989068789516
235_master.svg,master,29,Journey,Journey,8,1322,128.0,166.0,1.5234229194470752,-2.03349800555131
461_master.svg,master,29,Odorobo,おどロボ,8,1339,145.0,164.0,3.3003332730917694,-2.005106941907123
253_append.svg,append,29,DAYBREAK FRONTLINE,DAYBREAK FRONTLINE,8,1352,136.0,139.0,1.7948480789836445,-1.7309176621971218
246_master.svg,master,29,Alien Alien,エイリアンエイリアン,8,1361,152.0,143.0,3.2909872187850677,-1.6172476435721654
558_master.svg,master,30,,のだ,8,927,142.0,121.0,1.5326793691207836,-1.3641030461452144
319_master.svg,master,30,Decade,Decade,8,1057,127.0,144.0,1.297131168479655,-2.026543348516661
507_append.svg,append,30,Empurple,エンパープル,8,1126,136.0,125.0,2.114031918347971,-1.9712014251100072
43_master.svg,master,30,NEXT NEST,ネクストネスト,8,1131,128.0,127.0,1.9271571171754356,-2.270100654679419
525_master.svg,master,30,Antenna 39,アンテナ39,8,1139,147.0,125.0,2.950900865966402,-1.7447762042577502
139_master.svg,master,30,Into The Night,夜に駆ける,8,1140,130.0,139.0,1.749453013264515,-2.0990386823973926
601_master.svg,master,30,,ルマ,8,1143,154.0,128.0,2.8909143789541463,-1.4103391484868737
480_master.svg,master,30,Mischievous Function,おちゃめ機能,8,1171,150.0,125.0,2.7916944529487795,-1.5491553191356786
276_master.svg,master,30,SHANTI,シャンティ,8,1187,144.0,130.0,2.66193009145884,-1.8508737054739282
376_master.svg,master,30,Selfish princess,我儘姫,8,1188,121.095,141.0,1.8852924230007402,-2.6736114345240054
101_master.svg,master,30,RAD DOGS,RAD DOGS,8,1197,140.0,140.0,2.033746336575098,-1.6647722842301116
435_master.svg,master,30,Relayouter,リレイアウター,8,1203,87.0,153.0,1.2426041736627336,-4.100523421053731
94_append.svg,append,30,Totemoitai Itagaritai,とても痛い痛がりたい,8,1226,140.0,113.0,1.8761646016682128,-1.5864071272178562
107_master.svg,master,30,Milk Crown on Sonechka,ミルククラウン・オン・ソーネチカ,8,1226,127.4567,135.0,2.2117798422483532,-2.4421997377047253
280_append.svg,append,30,Hollow,虚ろを扇ぐ,8,1233,124.0,156.0,2.017025829284592,-2.5166897206122876
341_master.svg,master,30,"Can't Defeat ""Take No Notice Boys""",難聴系男子が倒せない,8,1234,150.0,143.0,2.4932114921557975,-1.3580155163357435
446_master.svg,master,30,O-Barcode,オーバーコード,8,1253,120.0,160.0,2.9221293247070905,-3.166206715356325
423_append.svg,append,30,Regulus,レグルス,8,1268,146.0,127.0,2.0633077014237995,-1.3621146560979038
81_master.svg,master,30,Yobanashi Deceive,夜咄ディセイブ,8,1311,130.0,140.0,2.5762606835005366,-2.500457944674269
542_master.svg,master,31,Blackjack,Blackjack,8,1021,114.0,130.0,1.1446708400089387,-2.650054633940675
553_master.svg,master,31,Parry,パリィ,8,1024,140.0,124.0,1.6344364220104275,-1.528435134834846
304_master.svg,master,31,I am you,Iなんです,8,1066,92.5,106.0,1.5836808163230125,-4.095810952291696
334_master.svg,master,31,Vampire's ∞ pathoS,Vampire's ∞ pathoS,8,1100,134.0,124.0,1.468776834963514,-1.7335858913558795
669_master.svg,master,31,,げんてん,8,1138,160.0,131.0,2.6764353351184003,-0.9402207384201284
21_master.svg,master,31,Law-evading Rock,脱法ロック,8,1145,155.0,121.0,2.6990731364612865,-1.2021264580432223
268_master.svg,master,31,Non-breath oblige,ノンブレス・オブリージュ,8,1203,148.0,129.0,2.2086581127540454,-1.3324644383508797
272_master.svg,master,31,Gehenna,ジェヘナ,8,1253,128.0,153.0,2.133857332296748,-2.3502125113597505
381_master.svg,master,31,shinjinrui,新人類,8,1298,144.0,156.0,1.9464867472210183,-1.3879529480632398
501_append.svg,append,31,Bad Apple!! feat.SEKAI,Bad Apple!! feat.SEKAI,8,1328,138.0,146.0,1.5955451001077638,-1.545670654592369
84_master.svg,master,31,junky nighttown orchestra,ジャンキーナイトタウンオーケストラ,8,1374,145.0,142.0,3.5012888049437096,-2.1461312908378227
444_master.svg,master,31,syndrome,心泥夢(syndrome),8,1383,123.0,161.0,2.641038023414299,-2.8748957444608965
183_master.svg,master,32,fixer,フィクサー,8,1118,135.0,122.0,1.6995557027915855,-1.799122012468949
28_master.svg,master,32,Doctor=Funk Beat,ドクター＝ファンクビート,8,1198,150.0,127.0,2.66724442093603,-1.4769127124190153
590_master.svg,master,32,,マンハッタン,8,1247,140.0,131.0,2.365275708674219,-1.8506973855437459
110_master.svg,master,32,Senbonzakura,千本桜,8,1257,154.0,124.0,2.6773948797616076,-1.2482919120952758
101_append.svg,append,32,RAD DOGS,RAD DOGS,8,1335,140.0,140.0,2.1734460275263463,-1.7068444392311704
448_master.svg,master,32,Sage,Sage,8,1352,145.0,150.0,2.3251797159126992,-1.5298194458370458
354_master.svg,master,32,Setsuna Trip,セツナトリップ,8,1370,145.0,155.0,1.8913175270260827,-1.2988333321318588
235_append.svg,append,32,Journey,Journey,8,1765,128.0,166.0,3.321084660299702,-2.845118147162149
554_append.svg,append,33,,snooze,8,1429,150.0,127.0,2.363151653340608,-1.393627194614721
249_master.svg,master,33,Our 16bit Wars,ぼくらの16bit戦争,8,1521,122.0,148.0,3.233318065799113,-3.154804067553906
561_append.svg,append,34,,プロトディスコ,8,1404,140.0,129.0,3.3139956753947337,-2.2442701022169937
224_append.svg,append,32,88☆彡,88☆彡,9,1388,175.0,127.0,16.908626465532663,-6.695555389389146
329_master.svg,master,37,YAMINABE!!!!,ヤミナベ!!!!,9,2015,237.0,129.0,13.597147836666096,-1.9659795791616828
668_append.svg,append,37,,ネクラチューンサーカス,9,2173,209.0,126.0,14.505117913346776,-3.7574957294759495
163_normal.svg,normal,15,the EmpErroR,the EmpErroR,10,820,240.0,126.0,1.5955806874534226,3.784715904309687
261_hard.svg,hard,17,Stardust Utopia,星屑ユートピア,10,780,240.0,131.0,1.750037693663284,3.70225759215134
115_hard.svg,hard,17,Unknown Mother-Goose,アンノウン・マザーグース,10,856,222.0,136.0,1.5836744837254746,2.798510028462628
592_hard.svg,hard,17,,クイーンオブハート,10,875,235.0,124.0,1.7623347524542816,3.4356227755579334
666_hard.svg,hard,17,,少女A,10,951,260.0,135.0,2.2580621122955313,4.5266401842730115
220_hard.svg,hard,18,DONUT HOLE,ドーナツホール 2024,10,745,252.0,138.0,2.0608188362014412,4.207599089963175
633_hard.svg,hard,18,,庭師のおはなしによると,10,827,257.5,117.0,2.4298571347305367,4.325037880837774
225_hard.svg,hard,18,Ego rock,エゴロック,10,841,225.0,112.0,1.9917255167831265,2.805764543818036
88_hard.svg,hard,18,Chururira Chururira Daddadda!,チュルリラ・チュルリラ・ダッダッダ！,10,882,220.0,143.0,1.9585274858528194,2.571964252042555
291_hard.svg,hard,18,Pheles,フェレス,10,937,220.0,139.0,1.8952929315328038,2.5941647008745314
344_hard.svg,hard,18,Brain Revolution Girl,脳内革命ガール,10,1005,240.0,140.0,2.4363036408133762,3.408611763004736
333_hard.svg,hard,19,Mr. Showtime,Mr. Showtime,10,1067,218.0,138.0,2.565100490941489,2.1195749805440087
361_hard.svg,hard,20,Kyu-kurarin,きゅうくらりん,10,768,220.0,109.0,1.6064748885107711,2.7250186740396023
543_hard.svg,hard,20,Birthright Syndrome,生命性シンドロウム,10,871,247.5,133.0,2.475635497784649,3.755886439706172
328_hard.svg,hard,20,Sekai-Chan and Kafu-Chan's Otsukai Gassoukyoku,星界ちゃんと可不ちゃんのおつかい合騒曲,10,951,220.0,154.0,2.083287132242739,2.5298009778088697
186_hard.svg,hard,20,Hatsune Creation Myth,初音天地開闢神話,10,1061,240.0,182.0,2.7676129643794054,3.263005895593377
406_hard.svg,hard,21,ARQETYPE,ARQETYPE,10,723,240.0,99.0,2.0702894376282392,3.5647444636856833
250_hard.svg,hard,21,Kusare-gedou and Chocolate,腐れ外道とチョコレゐト,10,979,260.0,132.0,2.8480110681413984,4.266035991680483
49_hard.svg,hard,22,THE END OF HATSUNE MIKU,初音ミクの消失,10,1116,240.0,143.0,2.7746546954589686,3.2779976383945755
163_hard.svg,hard,23,the EmpErroR,the EmpErroR,10,894,240.0,126.0,2.3651139178872937,3.446870153295113
314_expert.svg,expert,23,Hidamari no Setsuna,陽だまりのセツナ,10,932,217.0,115.0,1.9487984021125346,2.411167942198297
486_hard.svg,hard,23,Ogyarinizer,おぎゃりないざー,10,1054,225.0,127.0,3.4182557743344923,1.9522348890293058
329_hard.svg,hard,23,YAMINABE!!!!,ヤミナベ!!!!,10,1121,237.0,129.0,3.6096143640226575,2.6921885271690678
162_hard.svg,hard,23,End Mark ni Kibou to Namida wo soete,エンドマークに希望と涙を添えて,10,1129,257.0,141.0,3.207322981912365,3.97718078444654
176_hard.svg,hard,23,MACHINEGUN POEM DOLL,マシンガンポエムドール,10,1154,220.0,140.0,2.6247396295511702,2.2929697359784638
443_expert.svg,expert,24,The Transient Apple Salesgirl,林檎売りの泡沫少女,10,1009,225.2,129.0,2.952223526949003,2.368436275541401
668_hard.svg,hard,24,,ネクラチューンサーカス,10,1032,209.0,126.0,2.0544155097876318,1.9564228265399177
666_expert.svg,expert,24,,少女A,10,1265,260.0,135.0,4.79382002151281,3.1692519800458925
320_expert.svg,expert,25,Booo!,Booo!,10,823,220.0,97.0,2.350118187116881,2.375095288420229
520_expert.svg,expert,25,,透明エレジー,10,848,220.0,123.0,2.0698479584320877,2.522365657675023
184_expert.svg,expert,25,"Hello,world!","Hello,world!",10,900,211.0,100.0,2.130438652716856,2.0180193750708653
546_expert.svg,expert,25,Sono Oto ga Narunara,その音が鳴るなら,10,952,213.0,110.0,1.806875116780695,2.2741406216129305
225_expert.svg,expert,25,Ego rock,エゴロック,10,1041,225.0,112.0,2.9876526357434074,2.3589938958215004
220_expert.svg,expert,25,DONUT HOLE,ドーナツホール 2024,10,1046,252.0,138.0,3.416824469961314,3.5918315366638094
317_expert.svg,expert,25,Music Like Magic!,魔法みたいなミュージック！,10,1080,210.0,140.0,2.6351277999964218,1.723930008325831
440_expert.svg,expert,25,Showtime×Audience,ショウタイム×オーディエンス,10,1091,220.0,122.0,2.642606226262827,2.257976799659581
261_expert.svg,expert,25,Stardust Utopia,星屑ユートピア,10,1183,240.0,131.0,3.757911583274798,2.7905046847431603
592_expert.svg,expert,25,,クイーンオブハート,10,1189,235.0,124.0,4.025938560246665,2.380629070001124
671_hard.svg,hard,25,,怪獣になりたい,10,1200,220.0,124.0,2.4879430799439297,2.353103094647073
122_expert.svg,expert,26,Positive☆Dance Time,ポジティブ☆ダンスタイム,10,965,210.0,116.0,2.652986258200475,1.7160162396679357
115_expert.svg,expert,26,Unknown Mother-Goose,アンノウン・マザーグース,10,1080,222.0,136.0,3.0676018698366403,2.1641572363046953
